t,h_1,h_2,h_3
277,9.634061187707589,14.844822842955802,8.13732393795232
278,9.63895492902876,14.8637701440126,8.15684115953339
279,9.64379653618817,14.882600156163301,8.17627700767977
280,9.648586572141811,14.9013136043805,8.195631755150849
281,9.65332559360445,14.9199112088665,8.21490567415656
282,9.658014151122321,14.9383936850913,8.23409903635543
283,9.66265278914494,14.9567617438308,8.25321211285259
284,9.66724204609592,14.9750160912041,8.27224517419791
285,9.67178245444298,14.9931574287109,8.291198490384211
286,9.67627454076704,15.0111864532678,8.31007233084551
287,9.68071882583041,15.029103857244802,8.328866964455381
288,9.685115824644141,15.0469103285011,8.34758265952532
289,9.68946604653458,15.064606550420498,8.36621968380324
290,9.69376999520903,15.0821932019467,8.38477830447198
291,9.69802816882058,15.099670957617901,8.40325878814787
292,9.70224106003219,15.1170404876012,8.42166140087941
293,9.70640915607993,15.1343024577262,8.439986408145929
294,9.710532938835419,15.151457529519401,8.458234074856339
295,9.71461288486751,15.168506360236599,8.47640466534795
296,9.71864946550323,15.185449602896199,8.49449844338533
297,9.722643146887929,15.2022879063119,8.51251567215917
298,9.7265943900447,15.2190219151245,8.530456614285281
299,9.730503650933061,15.2356522698342,8.54832153180353
300,9.734371380506891,15.2521796068316,8.56611068617695
301,9.73819802477171,15.268604558429502,8.58382433829078
302,9.74198402484123,15.2849277528933,8.6014627484516
303,9.745729816993151,15.3011498144718,8.61902617638649
304,9.749435832724359,15.3172713634274,8.63651488124228
305,9.75310249880541,15.3332930160661,8.653929121584751
306,9.75673023733434,15.3492153847668,8.671269155397951
307,9.760319465789829,15.365039078011101,8.68853524008348
308,9.76387059708374,15.380764700412099,8.70572763245988
309,9.76738403961298,15.396392852742801,8.72284658876203
310,9.770860197310721,15.411924131965401,8.73989236464056
311,9.77429946969706,15.427359131258399,8.75686521516128
312,9.777702251929028,15.4426984400455,8.77376539480471
313,9.78106893484998,15.4579426440223,8.79059315746561
314,9.78439990503839,15.4730923251843,8.80734875645248
315,9.787695544856101,15.488148061853499,8.82403244448716
316,9.790956232495962,15.503110428705499,8.84064447370447
317,9.79418234202886,15.5179799967959,8.85718509565178
318,9.797374243450239,15.5327573335866,8.87365456128875
319,9.80053230272606,15.5474430029716,8.89005312098693
320,9.80365688183814,15.5620375653032,8.906381024529539
321,9.806748338829061,15.576541577417,8.92263852111117
322,9.80980702784642,15.590955592657599,8.93882585933756
323,9.81283329918665,15.605280160903401,8.95494328722536
324,9.815827499338269,15.619515828591302,8.97099105220195
325,9.818789971024598,15.633663138741401,8.986969401105268
326,9.821721053246039,15.6477226309815,9.00287858018364
327,9.82462108132178,15.6616948415707,9.01871883509568
328,9.827490386931009,15.6755803034237,9.03449041091014
329,9.83032929815373,15.689379546133999,9.05019355210583
330,9.833138139510961,15.7030930959978,9.06582850257158
331,9.835917232004538,15.716721476037,9.08139550560612
332,9.838666893156491,15.730265206021901,9.096894803918099
333,9.841387437047802,15.743724802494302,9.112326639626039
334,9.844079174356882,15.7571007787901,9.12769125425831
335,9.84674241239748,15.7703936450614,9.1429888887532
336,9.84937745515618,15.7836039082987,9.1582197834589
337,9.8519846033295,15.796732072353,9.173384178133551
338,9.854564154360439,15.8097786379573,9.18848231194532
339,9.85711640247476,15.8227441027485,9.20351442347246
340,9.85964163871668,15.8356289612884,9.218480750703419
341,9.862140150984269,15.848433705085,9.23338153103691
342,9.864612224064391,15.8611588226136,9.248217001282061
343,9.867058139667199,15.873804799337199,9.26298739765851
344,9.869478176460301,15.8863721177276,9.2776929557966
345,9.871872610102471,15.8988612572856,9.29233391073747
346,9.87424171327699,15.9112726945609,9.30691049693326
347,9.8765857557246,15.9236069031728,9.321422948247301
348,9.87890500427608,15.935864353829698,9.33587149795426
349,9.88119972288442,15.9480455143486,9.35025637874039
350,9.883470172656642,15.9601508496753,9.36457782270372
351,9.88571661188525,15.9721808219029,9.37883606135428
352,9.88793929607934,15.984135890292,9.393031325614329
353,9.89013847799528,15.9960165112887,9.407163845818609
354,9.89231440766712,16.0078231385442,9.42123385171462
355,9.89446733243658,16.0195562229335,9.43524157246285
356,9.896597496982759,16.0312162125732,9.449187236637052
357,9.89870514335147,16.042803552841,9.463071072224562
358,9.900790510984171,16.054318686393,9.47689330662654
359,9.902853836746731,16.065762053182098,9.49065416665832
360,9.90489535495765,16.0771340904763,9.50435387854969
361,9.906915297416178,16.088435232876,9.51799266794523
362,9.90891389342992,16.0996659123316,9.53157075990462
363,9.91089136984226,16.1108265581614,9.545088378902971
364,9.91284795105937,16.121917597068602,9.5585457488312
365,9.914783859076989,16.1329394531587,9.571943092996369
366,9.91669931350688,16.1438925479564,9.58528063412201
367,9.91859453160294,16.1547773004225,9.59855859434853
368,9.92046972828706,16.165594126970902,9.61177719523357
369,9.922325116174651,16.1763434414851,9.62493665775238
370,9.92416090559992,16.187025655334402,9.63803720229821
371,9.925977304640869,16.1976411773909,9.65107904868273
372,9.927774519143911,16.2081904140451,9.66406241613637
373,9.92955275274835,16.218673769222697,9.67698752330878
374,9.93131220691045,16.2290916443997,9.68985458826922
375,9.93305308092733,16.239444438619,9.70266382850701
376,9.93477557196054,16.2497325485059,9.715415460931892
377,9.936479875059359,16.2599563682833,9.72810970187452
378,9.938166183183869,16.2701162897879,9.7407467670869
379,9.939834687227759,16.280212702485002,9.753326871742788
380,9.94148557604084,16.290245993483698,9.76585023043818
381,9.94311903645131,16.3002165475525,9.77831705719173
382,9.94473525328786,16.3101247471339,9.79072756544527
383,9.94633440940136,16.319970972359098,9.8030819680642
384,9.94791668568645,16.3297556010634,9.81538047733803
385,9.94948226110283,16.3394790088003,9.82762330498082
386,9.951031312696319,16.349141568855902,9.83981066213164
387,9.95256401561965,16.3587436522641,9.851942759355131
388,9.95408054315308,16.3682856278201,9.86401980664191
389,9.9555810667247,16.3777678620949,9.87604201340913
390,9.95706575593064,16.3871907194495,9.88800958850096
391,9.958534778554881,16.3965545620486,9.899922740189071
392,9.959988300588991,16.4058597498749,9.91178167617318
393,9.96142648625154,16.4151066407423,9.92358660358156
394,9.962849498007369,16.4242955903101,9.93533772897155
395,9.96425749658663,16.4334269520962,9.94703525833007
396,9.965650641003519,16.442501077490803,9.958679397074171
397,9.96702908857496,16.451518315769402,9.97027035005157
398,9.968392994938949,16.4604790141066,9.981808321541179
399,9.96974251407278,16.469383517588803,9.99329351525364
400,9.971077798310981,16.4782321692275,10.0047261343319
401,9.97239899836315,16.4870253099719,10.0161063813517
402,9.9737062633315,16.4957632787225,10.0274344583221
403,9.97499974072827,16.504446412343,10.038710566686401
404,9.976279576492919,16.5130750456737,10.0499349073222
405,9.97754591500916,16.5216495115436,10.061107680542001
406,9.97879889912172,16.530170140783202,10.072229086094302
407,9.980038670153009,16.5386372622367,10.0832993231636
408,9.98126536791958,16.547051202774302,10.094318590371401
